id;ubicacion;municipio_id;municipio;provincia;departamento
1349;;RNO045;Cona Niyeu;Río Negro;Nueve de Julio
348;;SFE337;Totoras;Santa Fe;Iriondo
940;Punto Digital;CAT025;San Fernando;Catamarca;Belen
1219;;CBA014;Altos de Chipion;Córdoba;San Justo
1007;;SLU064;Zanjitas;San Luis;Juan Martín de Pueyrredón
1062;Hospital provincial;CBA308;Río Tercero;Córdoba;Tercero Arriba
115;Paseo del Riel;CBA308;Río Tercero;Córdoba;Tercero Arriba
117;Pza San Martin;CBA308;Río Tercero;Córdoba;Tercero Arriba
116;Terminal de Omnibus;CBA308;Río Tercero;Córdoba;Tercero Arriba
691;;CBA357;Silvio Pellico;Córdoba;General San Martin
1090;;SFE108;Emilia;Santa Fe;La Capital
538;Complejo Deportivo Municipal;ERI004;Aranguren;Entre Ríos;Nogoya
1252;;NEU027;Paso Aguerre;Neuquén;Picun Leufu
723;Delegacion Municipal;LRJ015;Rosario Vera Peñaloza;La Rioja;Rosario Vera Peñaloza
906;;RNO070;San Javier;Río Negro;Adolfo Alsina
736;Selva;SGO071;Selva;Santiago del Estero;Rivadavia
239;PD Marcos PAz;BUE080;Marcos Paz;Buenos Aires;Marcos Paz
756;;BUE048;General la Madrid;Buenos Aires;General La Madrid
737;Municipio de Pozo Borrado;SFE242;Pozo Borrado;Santa Fe;Nueve de Julio
375;;CBA234;Los Zorros;Córdoba;Tercero Arriba
661;centro de capacitacion;CHU006;Carrenleufú;Chubut;Languiñeo
300;Municipalidad de Felipe Yofré VSAT;COR018;Felipe Yofre;Corrientes;Mercedes
1254;;SAL052;Santa Victoria Este;Salta;Rivadavia
1189;;TUC055;Las Talitas;Tucumán;Tafi Viejo
614;Municipalidad;CBA405;Villa Giardino;Córdoba;Punilla
327;Plaza Principal;COR056;San Roque;Corrientes;San Roque
861;;LRJ016;San Blas de los Sauces;La Rioja;San Blas de los Sauces
1039;Simoca;TUC112;Yerba Buena;Tucumán;Yerba Buena
210;Edificio Municipal;TUC112;Yerba Buena;Tucumán;Yerba Buena
209;Punto Digital;TUC112;Yerba Buena;Tucumán;Yerba Buena
1285;;SFE182;Las Avispas;Santa Fe;San Cristobal
317;;MIS047;Puerto Libertad;Misiones;Iguazu
1130;;CHA039;Las Breñas;Chaco;Nueve de Julio
897;Municipalidad;CHU032;Paso del Sapo;Chubut;Languiñeo
921;;JUJ017;El Condor;Jujuy;Yavi
569;SUM;SFE042;Campo Piaggio;Santa Fe;San Jeronimo
322;Colonia Wanda - Polideportivo Municipal;MIS023;Colonia Wanda;Misiones;Iguazu
508;;SGO105;Doña Luisa;Santiago del Estero;Guasayan
352;;SFE245;Providencia;Santa Fe;Las Colonias
1120;;ERI061;Villa Elisa;Entre Ríos;Colon
356;Municipalidad;LAP007;Anguil;La Pampa;Capital
1201;;SFE301;Sancti Spiritu;Santa Fe;General Lopez
733;La Poma-Salta;SAL033;La Poma;Salta;La Poma
1083;;CAT009;Fiambalá;Catamarca;Tinogasta
1311;;SLU005;Bagual;San Luis;Gobernador Dupuy
536;;CBA168;La Cruz;Córdoba;Calamuchita
1162;;COR059;Santo Tomé;Corrientes;Santo Tome
393;;ERI041;Puerto Ibicuy;Entre Ríos;Islas del Ibicuy
404;;SGO035;Herrera;Santiago del Estero;Avellaneda
1113;;JUJ010;Caspalá;Jujuy;Valle Grande
664;Municipalidad;NEU017;Junín de los Andes;Neuquén;Huiliches
862;;LRJ001;Arauco;La Rioja;Arauco
716;Municipalidad;JUJ029;Maimará;Jujuy;Tilcara
912;;RNO058;Mencué;Río Negro;El Cuy
583;;SFE362;Colonia Dolores;Santa Fe;San Justo
646;;TUC004;Alderetes;Tucumán;Cruz Alta
1220;;CBA091;Colonia San Pedro;Córdoba;San Justo
1255;;SAL022;General Güemes;Salta;General Güemes
678;Vsat Punto Digital Palma Sola;JUJ032;Palma Sola;Jujuy;Santa Barbara
347;;TUC030;El Mollar;Tucumán;Tafi del Valle
1318;;JUJ051;Susques;Jujuy;Susques
1000;Punto Digital;SFE049;Capitán Bermúdez;Santa Fe;San Lorenzo
1299;;TUC109;Villa Quinteros;Tucumán;Monteros
378;;CBA329;San Ignacio;Córdoba;Calamuchita
1128;;BUE104;Rivadavia;Buenos Aires;Rivadavia
310;;CHA001;Aviá Teraí;Chaco;Independencia
728;El Quebrachal - Municipalidad;SAL018;El Quebrachal;Salta;Anta
705;Municipalidad;CHU015;El Hoyo;Chubut;Cushamen
330;;COR030;La Cruz;Corrientes;San Martin
1265;;SCR006;Los Antiguos;Santa Cruz;Lago Buenos Aires
772;;NEU005;Barrancas;Neuquén;Pehuenches
770;;SFE126;Fray Luis Beltrán;Santa Fe;San Lorenzo
243;PD Lobos;BUE073;Lobos;Buenos Aires;Lobos
59;Museo;BUE073;Lobos;Buenos Aires;Lobos
60;;BUE073;Lobos;Buenos Aires;Lobos
61;;BUE073;Lobos;Buenos Aires;Lobos
647;Colonia 3 de Abril, Municipalidad;COR002;Bella Vista;Corrientes;Bella Vista
596;;CHA015;Coronel Du Graty;Chaco;Mayor Luis Jorge Fontana
567;Camarones VSAT;CHU005;Camarones;Chubut;Florentino Ameghino
1135;;CHU030;Los Altares;Chubut;Paso de Indios
602;;COR065;Yapeyú;Corrientes;San Martin
383;Plaza Municipio;SJU019;Zonda;San Juan;Zonda
637;;MIS015;Caraguatay;Misiones;Montecarlo
265;PD Cañadon Seco;SCR019;Cañadón Seco;Santa Cruz;Deseado
762;Comisaria;BUE041;Florentino Ameghino;Buenos Aires;Florentino Ameghino
1250;;SFE224;Montes de Oca;Santa Fe;Belgrano
690;Municipalidad;BUE093;Pellegrini;Buenos Aires;Pellegrini
554;;CHA054;Presidencia Roque Sáenz Peña;Chaco;Comandante Fernandez
1195;;SFE202;Lucio V. López;Santa Fe;Iriondo
707;;MZA001;General Alvear;Mendoza;General Alvear
822;;SGO119;Lilo Viejo - Patay;Santiago del Estero;Moreno
1292;;NEU053;Aguada San Roque;Neuquén;Añelo
1200;;SFE257;Ramona;Santa Fe;Castellanos
1073;;SAL010;Chicoana;Salta;Chicoana
1231;;CBA155;Isla Verde;Córdoba;Marcos Juarez
607;;CBA264;Morteros;Córdoba;San Justo
1023;;COR020;Gobernador Agrónomo Valentín Virasoro;Corrientes;Santo Tome
1249;;SFE284;San Genaro;Santa Fe;San Jeronimo
1245;;FOR019;Laguna Yema;Formosa;Bermejo
502;Punto Digital;LAP070;Toay;La Pampa;Toay
218;Municipalidad;LAP070;Toay;La Pampa;Toay
909;;RNO042;Arroyo los Berros;Río Negro;Valcheta
778;;SFE335;Tortugas;Santa Fe;Belgrano
729;Rio Piedra Municipalidad;SAL043;Río Piedras;Salta;Metan
1074;;CAT017;Los Varela;Catamarca;Ambato
1081;;CAT019;Pomán;Catamarca;Poman
1281;;CBA206;Las Palmas;Córdoba;Pocho
1198;;SFE073;Colonia Aldao;Santa Fe;Castellanos
1068;;ERI054;Ubajay;Entre Ríos;Colon
401;Punto Digital;SGO064;Quimilí;Santiago del Estero;Moreno
814;;NEU023;Manzano Amargo;Neuquén;Minas
980;Malanzan;LRJ009;General Juan Facundo Quiroga;La Rioja;General Juan Facundo Quiroga
238;PD San Andres de Giles;BUE111;San Andrés de Giles;Buenos Aires;San Andres de Giles
1157;;RNO068;Rincón Treneta;Río Negro;Nueve de Julio
694;;SGO066;Real Sayana;Santiago del Estero;Avellaneda
556;Punto Digital;CBA154;Inriville;Córdoba;Marcos Juarez
671;;TUC036;El Timbó;Tucumán;Burruyacu
320;Santa Ana - Municipalidad;MIS070;Santa Ana;Misiones;Candelaria
597;Municipalidad;COR010;Colonia Santa Rosa;Corrientes;Concepcion
1117;;JUJ041;Rinconada;Jujuy;Rinconada
397;;ERI022;General Ramírez;Entre Ríos;Diamante
739;Campamento;TUC037;Escaba;Tucumán;Juan Bautista Alberdi
340;;MIS060;Puerto Leoni;Misiones;Libertador General San Martin
1175;;SFE094;Correa;Santa Fe;Iriondo
786;Punto Digital;MZA008;Luján de Cuyo;Mendoza;Lujan de Cuyo
156;Plaza Principal;MZA008;Luján de Cuyo;Mendoza;Lujan de Cuyo
776;;CBA398;Villa del Totoral;Córdoba;Totoral
595;Municipalidad;CHA049;Pampa Almirón;Chaco;Libertador General San Martin
1029;;SFE005;Alcorta;Santa Fe;Constitucion
726;Municipalidad;LRJ011;General Ocampo;La Rioja;General Ortiz de Ocampo
964;;SCR014;Veintiocho de Noviembre;Santa Cruz;Güer Aike
905;;NEU012;El Cholar;Neuquén;Ñorquin
1358;;BUE057;General Villegas;Buenos Aires;General Villegas
245;PD Chascomus;BUE025;Chascomús;Buenos Aires;Chascomus
1279;;SFE175;La Sarita;Santa Fe;General Obligado
493;General Conesa Pza San Martin;BUE124;Tordillo;Buenos Aires;Tordillo
1354;Punto Digital Vedia - Fundación;CHA026;General Vedia;Chaco;Bermejo
704;Municipalidad;CHU024;Gualjaina;Chubut;Cushamen
566;Tolhuin VSAT;TDF002;Tolhuin;Tierra del Fuego;Tolhuin
957;Punto Digital;MIS053;Nueve de Julio;Misiones;Eldorado
1229;;COR026;Itatí;Corrientes;Itati
870;Plaza Mariano Moreno;BUE119;San Vicente;Buenos Aires;San Vicente
17;Plaza Yrigoyen ( A.Korn);BUE119;San Vicente;Buenos Aires;San Vicente
826;;SGO081;Vilelas;Santiago del Estero;Juan Felipe Ibarra
293;;SCR011;Puerto Santa Cruz;Santa Cruz;Corpen Aike
610;;CBA087;Colonia las Pichanas;Córdoba;San Justo
1224;;CBA384;Villa Candelaria Norte;Córdoba;Rio Seco
270;PD Puerto Piray;MIS061;Puerto Piray;Misiones;Montecarlo
382;Caucete;SJU004;Caucete;San Juan;Caucete
1287;;SFE290;San Jerónimo Norte;Santa Fe;Las Colonias
266;PD Rawson;SJU010;Rawson;San Juan;Rawson
1303;;SAL028;Isla de Cañas;Salta;Iruya
1136;;CBA306;Río Primero;Córdoba;Rio Primero
601;Perrugorria - Curuzu Cuatia Municipalidad;COR045;Perugorría;Corrientes;Curuzu Cuatia
262;PD Bandera;SGO004;Bandera;Santiago del Estero;Belgrano
715;Municipalidad;JUJ001;Abdón Castro Tolay;Jujuy;Cochinoca
979;Punto Digital;LRJ014;La Rioja;La Rioja;Capital
1213;;RNO053;El Caín;Río Negro;Veinticinco de Mayo
1206;;SFE348;Villa Eloisa;Santa Fe;Iriondo
1078;;CAT031;Tapso;Catamarca;El Alto
608;Delegacion Municipal;CBA051;Cañada de Río Pinto;Córdoba;Ischilin
679;salon de usos multiples;CHU046;Aldea Apeleg;Chubut;Rio Senguer
528;;CBA364;Tancacha;Córdoba;Tercero Arriba
264;PD Funes;SFE129;Funes;Santa Fe;Rosario
825;;ERI160;Pueblo General Belgrano;Entre Ríos;Gualeguaychu
226;Pueblo General Belgrano;ERI160;Pueblo General Belgrano;Entre Ríos;Gualeguaychu
1212;;NEU028;Picún Leufú;Neuquén;Picun Leufu
316;;MIS002;Almafuerte;Misiones;Leandro N. Alem
1177;;RNO071;Sierra Pailemán;Río Negro;Valcheta
91;;BUE117;San Nicolás de los Arroyos;Buenos Aires;San Nicolas
158;Palmira;MZA014;San Martín;Mendoza;San Martin
121;;CBA315;Saldán;Córdoba;Colon
120;Plaza Malvinas Argentinas;CBA315;Saldán;Córdoba;Colon
62;Av.3 Y 104;BUE132;Villa Gesell;Buenos Aires;Villa Gesell
63;Av. ELucero y Mercedes Sosa;BUE132;Villa Gesell;Buenos Aires;Villa Gesell
14;;BUE082;Merlo;Buenos Aires;Merlo
13;Estacion de Tren;BUE082;Merlo;Buenos Aires;Merlo
16;Plaza Nestor Kirchner;BUE082;Merlo;Buenos Aires;Merlo
12;Plaza Agustin Ferrari;BUE082;Merlo;Buenos Aires;Merlo
15;El Tejadito;BUE082;Merlo;Buenos Aires;Merlo
178;Biblioteca Alfonsina Storni;NEU038;Senillosa;Neuquén;Confluencia
181;Catedral Nuestra Señora Nahual Huapi;RNO033;San Carlos de Bariloche;Río Negro;Bariloche
180;Centro Civico;RNO033;San Carlos de Bariloche;Río Negro;Bariloche
182;Cerro Catedral;RNO033;San Carlos de Bariloche;Río Negro;Bariloche
183;Punto Digital;RNO033;San Carlos de Bariloche;Río Negro;Bariloche
212;;BUE009;Balcarce;Buenos Aires;Balcarce
138;Punto Digital;ERI016;Diamante;Entre Ríos;Diamante
136;Plaza 9 de Julio;ERI016;Diamante;Entre Ríos;Diamante
137;Plaza Municipal;ERI016;Diamante;Entre Ríos;Diamante
159;Punto Digital;MIS031;Eldorado;Misiones;Eldorado
141;Camping Villa Hernandarias;ERI027;Hernandarias;Entre Ríos;Parana
114;Plaza Centenario;CBA263;Morrison;Córdoba;Union
113;Morrison - Plaza (Calle Libertad);CBA263;Morrison;Córdoba;Union
184;Plaza Consejo Deliberante;RNO052;Dina Huapi;Río Negro;Bariloche
216;Punto Digital;FOR002;Clorinda;Formosa;Pilcomayo
109;;CBA185;La Posta;Córdoba;Rio Primero
43;;BUE054;General Rodríguez;Buenos Aires;General Rodriguez
42;Museo;BUE054;General Rodríguez;Buenos Aires;General Rodriguez
44;;BUE054;General Rodríguez;Buenos Aires;General Rodriguez
41;;BUE054;General Rodríguez;Buenos Aires;General Rodriguez
123;Municipalidad Unquillo;CBA376;Unquillo;Córdoba;Colon
124;Plaza Alem;CBA376;Unquillo;Córdoba;Colon
96;Plaza Municipalidad;CHU037;Río Mayo;Chubut;Rio Senguer
66;Centro Comercial;BUE085;Moreno;Buenos Aires;Moreno
196;Plaza 9 de Julio;SFE020;Arroyo Seco;Santa Fe;Rosario
98;Parque Publico Sierras;CBA011;Alta Gracia;Córdoba;Santa Maria
97;Plaza Solares;CBA011;Alta Gracia;Córdoba;Santa Maria
29;;BUE017;Campana;Buenos Aires;Campana
112;Plaza Pcpal;CBA258;Monte Cristo;Córdoba;Rio Primero
37;Pza. Calles Mitre y GraPaz;BUE002;Adolfo Gonzáles Chaves;Buenos Aires;Adolfo Gonzales Chaves
73;Plaza 25 de Mayo;BUE094;Pergamino;Buenos Aires;Pergamino
72;Parque Davila;BUE094;Pergamino;Buenos Aires;Pergamino
74;Plaza Merced;BUE094;Pergamino;Buenos Aires;Pergamino
75;Punto Digital;BUE094;Pergamino;Buenos Aires;Pergamino
65;Punto Digital (Polideporitvo);BUE053;General Pueyrredón;Buenos Aires;General Pueyrredon
64;Plaza Colon;BUE053;General Pueyrredón;Buenos Aires;General Pueyrredon
111;Pza San Martin;CBA223;Los Cóndores;Córdoba;Calamuchita
25;Plaza Alsina;BUE015;Bolívar;Buenos Aires;Bolivar
81;Plaza Belisario Roldan;BUE098;Presidente Perón;Buenos Aires;Presidente Peron
36;Plaza BMX;BUE035;Ensenada;Buenos Aires;Ensenada
129;Pza Centenario;CBA411;Villa María;Córdoba;General San Martin
46;Municipalidad;BUE050;General Lavalle;Buenos Aires;General Lavalle
151;Palpala;JUJ033;Palpalá;Jujuy;Palpala
148;plaza municipal;ERI040;Piedras Blancas;Entre Ríos;La Paz
197;Plaza de Los Sueños;SFE105;El Trébol;Santa Fe;San Martin
30;Pza. Gral. Paz;BUE024;Chacabuco;Buenos Aires;Chacabuco
140;Plaza Habib Habad;ERI025;Gualeguaychú;Entre Ríos;Gualeguaychu
139;;ERI048;San Salvador;Entre Ríos;San Salvador
88;Plaza Rivadavia;BUE105;Rojas;Buenos Aires;Rojas
90;Plaza España;BUE105;Rojas;Buenos Aires;Rojas
89;PLaza San Martin;BUE105;Rojas;Buenos Aires;Rojas
187;Plaza Municipio;SAL009;San José de los Cerrillos;Salta;Cerrillos
152;Trenel - Pza Principal;LAP072;Trenel;La Pampa;Trenel
8;Adrogue;BUE004;Almirante Brown;Buenos Aires;Almirante Brown
9;Burzaco;BUE004;Almirante Brown;Buenos Aires;Almirante Brown
100;Plaza Nicolas Avellaneda;CBA083;Colonia Caroya;Córdoba;Colon
122;Plaza (calle 25 de Mayo y Alberdi);CBA359;Sinsacate;Córdoba;Totoral
179;Plaza Pcpal;NEU046;Villa la Angostura;Neuquén;Los Lagos
150;Plaza San Martin;FOR008;Formosa;Formosa;Formosa
204;Los Telares;SGO050;Los Telares;Santiago del Estero;Salavina
95;Plaza Independencia;BUE121;Tandil;Buenos Aires;Tandil
203;Plaza Lugones;SGO082;Villa Atamisqui;Santiago del Estero;Atamisqui
130;Municipalidad;COR057;Santa Ana;Corrientes;San Cosme
106;Plaza San Martin;CBA148;Hernando;Córdoba;Tercero Arriba
105;Polideportivo;CBA148;Hernando;Córdoba;Tercero Arriba
185;Municipalidad;CBA042;Calchín;Córdoba;Rio Segundo
186;Plaza San Martin;CBA042;Calchín;Córdoba;Rio Segundo
99;Brinkmann - Plaza San Martin;CBA038;Brinkmann;Córdoba;San Justo
67;Plaza San Martin;BUE086;Morón;Buenos Aires;Moron
68;Punto Digital;BUE086;Morón;Buenos Aires;Moron
135;Crespo - Plaza Sarmiento;ERI015;Crespo;Entre Ríos;Parana
149;Club AtleticoySocial San Benito;ERI044;San Benito;Entre Ríos;Parana
155;Las Heras - Estadio Polimeni;MZA006;Las Heras;Mendoza;Las Heras
118;Pza del Centenario;CBA311;Sacanta;Córdoba;San Justo
119;Pza San Martin;CBA311;Sacanta;Córdoba;San Justo
188;El Bordo - Plaza Pcpal;SAL013;El Bordo;Salta;General Güemes
154;;MZA004;Junín;Mendoza;Junin
190;Salta - Municipalidad;SAL048;Salta;Salta;Capital
94;Plaza Balcarce;BUE120;Suipacha;Buenos Aires;Suipacha
211;Punto Digital;BUE091;Patagones;Buenos Aires;Patagones
215;SUM Municipal;CBA012;Alto Alegre;Córdoba;Union
71;OPENDOOR (Plaza);BUE075;Luján;Buenos Aires;Lujan
